"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FIN","AIREMISSION","CO2","TONNE_CAP","A","2002",12.1,
"FIN","AIREMISSION","CO2","TONNE_CAP","A","2003",13.67,
"FIN","AIREMISSION","CO2","TONNE_CAP","A","2004",12.85,
"FIN","AIREMISSION","CO2","TONNE_CAP","A","2005",10.47,
"FIN","AIREMISSION","CO2","TONNE_CAP","A","2006",12.62,
"FIN","AIREMISSION","CO2","TONNE_CAP","A","2007",12.2,
"FIN","AIREMISSION","CO2","TONNE_CAP","A","2008",10.55,
"FIN","AIREMISSION","CO2","TONNE_CAP","A","2009",10.08,
"FIN","AIREMISSION","CO2","TONNE_CAP","A","2010",11.56,
"FIN","AIREMISSION","CO2","TONNE_CAP","A","2011",10.13,
"FIN","AIREMISSION","CO2","TONNE_CAP","A","2012",9.03,
"FIN","AIREMISSION","CO2","TONNE_CAP","A","2013",9.14,
"FIN","AIREMISSION","CO2","TONNE_CAP","A","2014",8.36,
"FIN","AIREMISSION","CO2","TONNE_CAP","A","2015",7.73,
"FIN","AIREMISSION","CO2","TONNE_CAP","A","2016",8.22,
"FIN","AIREMISSION","CO2","TONNE_CAP","A","2017",7.7,
"FIN","AIREMISSION","CO2","TONNE_CAP","A","2018",7.97,
"FIN","AIREMISSION","CO2","TONNE_CAP","A","2019",7.27,
"FIN","AIREMISSION","CO2","TONNE_CAP","A","2020",6.46,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2000",5.99,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2001",6,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2002",5.87,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2003",5.92,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2004",5.88,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2005",5.88,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2006",5.7,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2007",5.52,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2008",5.43,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2009",5.2,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2010",5.23,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2011",5.01,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2012",5.05,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2013",5.02,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2014",4.51,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2015",4.58,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2016",4.6,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2017",4.65,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2018",4.47,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2019",4.36,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2020",3.82,
"DEU","AIREMISSION","CO2","TONNE_CAP","A","2000",9.97,
"DEU","AIREMISSION","CO2","TONNE_CAP","A","2001",10.2,
"DEU","AIREMISSION","CO2","TONNE_CAP","A","2002",10.03,
"DEU","AIREMISSION","CO2","TONNE_CAP","A","2003",10.06,
"DEU","AIREMISSION","CO2","TONNE_CAP","A","2004",9.88,
"DEU","AIREMISSION","CO2","TONNE_CAP","A","2005",9.68,
"DEU","AIREMISSION","CO2","TONNE_CAP","A","2006",9.84,
"DEU","AIREMISSION","CO2","TONNE_CAP","A","2007",9.47,
"DEU","AIREMISSION","CO2","TONNE_CAP","A","2008",9.58,
"DEU","AIREMISSION","CO2","TONNE_CAP","A","2009",8.95,
"DEU","AIREMISSION","CO2","TONNE_CAP","A","2010",9.45,
"DEU","AIREMISSION","CO2","TONNE_CAP","A","2011",9.11,
"DEU","AIREMISSION","CO2","TONNE_CAP","A","2012",9.27,
"DEU","AIREMISSION","CO2","TONNE_CAP","A","2013",9.47,
"DEU","AIREMISSION","CO2","TONNE_CAP","A","2014",8.93,
"DEU","AIREMISSION","CO2","TONNE_CAP","A","2015",8.93,
"DEU","AIREMISSION","CO2","TONNE_CAP","A","2016",8.92,
"DEU","AIREMISSION","CO2","TONNE_CAP","A","2017",8.7,
"DEU","AIREMISSION","CO2","TONNE_CAP","A","2018",8.38,
"DEU","AIREMISSION","CO2","TONNE_CAP","A","2019",7.75,
"DEU","AIREMISSION","CO2","TONNE_CAP","A","2020",7.04,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2000",8.14,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2001",8.29,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2002",8.28,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2003",8.59,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2004",8.53,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2005",8.66,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2006",8.54,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2007",8.86,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2008",8.52,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2009",8.12,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2010",7.5,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2011",7.4,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2012",6.97,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2013",6.28,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2014",6.03,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2015",5.97,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2016",5.85,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2017",5.87,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2018",5.74,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2019",5.28,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2020",4.35,
"HUN","AIREMISSION","CO2","TONNE_CAP","A","2000",5.22,
"HUN","AIREMISSION","CO2","TONNE_CAP","A","2001",5.39,
"HUN","AIREMISSION","CO2","TONNE_CAP","A","2002",5.33,
"HUN","AIREMISSION","CO2","TONNE_CAP","A","2003",5.61,
"HUN","AIREMISSION","CO2","TONNE_CAP","A","2004",5.45,
"HUN","AIREMISSION","CO2","TONNE_CAP","A","2005",5.43,
"HUN","AIREMISSION","CO2","TONNE_CAP","A","2006",5.38,
"HUN","AIREMISSION","CO2","TONNE_CAP","A","2007",5.22,
"HUN","AIREMISSION","CO2","TONNE_CAP","A","2008",5.16,
"HUN","AIREMISSION","CO2","TONNE_CAP","A","2009",4.68,
"HUN","AIREMISSION","CO2","TONNE_CAP","A","2010",4.72,
"HUN","AIREMISSION","CO2","TONNE_CAP","A","2011",4.65,
"HUN","AIREMISSION","CO2","TONNE_CAP","A","2012",4.31,
"HUN","AIREMISSION","CO2","TONNE_CAP","A","2013",4.07,
"HUN","AIREMISSION","CO2","TONNE_CAP","A","2014",4.06,
"HUN","AIREMISSION","CO2","TONNE_CAP","A","2015",4.34,
"HUN","AIREMISSION","CO2","TONNE_CAP","A","2016",4.44,
"HUN","AIREMISSION","CO2","TONNE_CAP","A","2017",4.66,
"HUN","AIREMISSION","CO2","TONNE_CAP","A","2018",4.66,
"HUN","AIREMISSION","CO2","TONNE_CAP","A","2019",4.64,
"HUN","AIREMISSION","CO2","TONNE_CAP","A","2020",4.48,
"ISL","AIREMISSION","CO2","TONNE_CAP","A","2000",7.69,
"ISL","AIREMISSION","CO2","TONNE_CAP","A","2001",7.39,
"ISL","AIREMISSION","CO2","TONNE_CAP","A","2002",7.66,
"ISL","AIREMISSION","CO2","TONNE_CAP","A","2003",7.59,
"ISL","AIREMISSION","CO2","TONNE_CAP","A","2004",7.75,
"ISL","AIREMISSION","CO2","TONNE_CAP","A","2005",7.55,
"ISL","AIREMISSION","CO2","TONNE_CAP","A","2006",7.48,
"ISL","AIREMISSION","CO2","TONNE_CAP","A","2007",7.46,
"ISL","AIREMISSION","CO2","TONNE_CAP","A","2008",6.65,
"ISL","AIREMISSION","CO2","TONNE_CAP","A","2009",6.52,
"ISL","AIREMISSION","CO2","TONNE_CAP","A","2010",6.13,
"ISL","AIREMISSION","CO2","TONNE_CAP","A","2011",5.86,
"ISL","AIREMISSION","CO2","TONNE_CAP","A","2012",5.79,
"ISL","AIREMISSION","CO2","TONNE_CAP","A","2013",6.27,
"ISL","AIREMISSION","CO2","TONNE_CAP","A","2014",6.26,
"ISL","AIREMISSION","CO2","TONNE_CAP","A","2015",6.22,
"ISL","AIREMISSION","CO2","TONNE_CAP","A","2016",4.87,
"ISL","AIREMISSION","CO2","TONNE_CAP","A","2017",4.88,
"ISL","AIREMISSION","CO2","TONNE_CAP","A","2018",4.8,
"ISL","AIREMISSION","CO2","TONNE_CAP","A","2019",4.53,
"ISL","AIREMISSION","CO2","TONNE_CAP","A","2020",4.03,
"IRL","AIREMISSION","CO2","TONNE_CAP","A","2000",10.73,
"IRL","AIREMISSION","CO2","TONNE_CAP","A","2001",11.12,
"IRL","AIREMISSION","CO2","TONNE_CAP","A","2002",10.7,
"IRL","AIREMISSION","CO2","TONNE_CAP","A","2003",10.5,
"IRL","AIREMISSION","CO2","TONNE_CAP","A","2004",10.42,
"IRL","AIREMISSION","CO2","TONNE_CAP","A","2005",10.65,
"IRL","AIREMISSION","CO2","TONNE_CAP","A","2006",10.52,
"IRL","AIREMISSION","CO2","TONNE_CAP","A","2007",10,
"IRL","AIREMISSION","CO2","TONNE_CAP","A","2008",9.71,
"IRL","AIREMISSION","CO2","TONNE_CAP","A","2009",8.65,
"IRL","AIREMISSION","CO2","TONNE_CAP","A","2010",8.57,
"IRL","AIREMISSION","CO2","TONNE_CAP","A","2011",7.8,
"IRL","AIREMISSION","CO2","TONNE_CAP","A","2012",7.82,
"IRL","AIREMISSION","CO2","TONNE_CAP","A","2013",7.49,
"IRL","AIREMISSION","CO2","TONNE_CAP","A","2014",7.32,
"IRL","AIREMISSION","CO2","TONNE_CAP","A","2015",7.54,
"IRL","AIREMISSION","CO2","TONNE_CAP","A","2016",7.8,
"IRL","AIREMISSION","CO2","TONNE_CAP","A","2017",7.48,
"IRL","AIREMISSION","CO2","TONNE_CAP","A","2018",7.35,
"IRL","AIREMISSION","CO2","TONNE_CAP","A","2019",6.87,
"IRL","AIREMISSION","CO2","TONNE_CAP","A","2020",6.35,
"ITA","AIREMISSION","CO2","TONNE_CAP","A","2000",7.38,
"ITA","AIREMISSION","CO2","TONNE_CAP","A","2001",7.37,
"ITA","AIREMISSION","CO2","TONNE_CAP","A","2002",7.48,
"ITA","AIREMISSION","CO2","TONNE_CAP","A","2003",7.76,
"ITA","AIREMISSION","CO2","TONNE_CAP","A","2004",7.87,
"ITA","AIREMISSION","CO2","TONNE_CAP","A","2005",7.84,
"ITA","AIREMISSION","CO2","TONNE_CAP","A","2006",7.69,
"ITA","AIREMISSION","CO2","TONNE_CAP","A","2007",7.51,
"ITA","AIREMISSION","CO2","TONNE_CAP","A","2008",7.24,
"ITA","AIREMISSION","CO2","TONNE_CAP","A","2009",6.44,
"ITA","AIREMISSION","CO2","TONNE_CAP","A","2010",6.55,
"ITA","AIREMISSION","CO2","TONNE_CAP","A","2011",6.4,
"ITA","AIREMISSION","CO2","TONNE_CAP","A","2012",6.08,
"ITA","AIREMISSION","CO2","TONNE_CAP","A","2013",5.57,
"ITA","AIREMISSION","CO2","TONNE_CAP","A","2014",5.25,
"ITA","AIREMISSION","CO2","TONNE_CAP","A","2015",5.43,
"ITA","AIREMISSION","CO2","TONNE_CAP","A","2016",5.37,
"ITA","AIREMISSION","CO2","TONNE_CAP","A","2017",5.31,
"ITA","AIREMISSION","CO2","TONNE_CAP","A","2018",5.25,
"ITA","AIREMISSION","CO2","TONNE_CAP","A","2019",5.13,
"ITA","AIREMISSION","CO2","TONNE_CAP","A","2020",4.67,
"JPN","AIREMISSION","CO2","TONNE_CAP","A","2000",9.05,
"JPN","AIREMISSION","CO2","TONNE_CAP","A","2001",8.94,
"JPN","AIREMISSION","CO2","TONNE_CAP","A","2002",9.22,
"JPN","AIREMISSION","CO2","TONNE_CAP","A","2003",9.27,
"JPN","AIREMISSION","CO2","TONNE_CAP","A","2004",9.23,
"JPN","AIREMISSION","CO2","TONNE_CAP","A","2005",9.24,
"JPN","AIREMISSION","CO2","TONNE_CAP","A","2006",9.06,
"JPN","AIREMISSION","CO2","TONNE_CAP","A","2007",9.33,
"JPN","AIREMISSION","CO2","TONNE_CAP","A","2008",8.82,
"JPN","AIREMISSION","CO2","TONNE_CAP","A","2009",8.4,
"JPN","AIREMISSION","CO2","TONNE_CAP","A","2010",8.84,
"JPN","AIREMISSION","CO2","TONNE_CAP","A","2011",9.3,
"JPN","AIREMISSION","CO2","TONNE_CAP","A","2012",9.63,
"JPN","AIREMISSION","CO2","TONNE_CAP","A","2013",9.71,
"JPN","AIREMISSION","CO2","TONNE_CAP","A","2014",9.36,
"JPN","AIREMISSION","CO2","TONNE_CAP","A","2015",9.08,
"JPN","AIREMISSION","CO2","TONNE_CAP","A","2016",9,
"JPN","AIREMISSION","CO2","TONNE_CAP","A","2017",8.91,
"JPN","AIREMISSION","CO2","TONNE_CAP","A","2018",8.62,
"JPN","AIREMISSION","CO2","TONNE_CAP","A","2019",8.37,
"JPN","AIREMISSION","CO2","TONNE_CAP","A","2020",8.15,
"KOR","AIREMISSION","CO2","TONNE_CAP","A","2000",9.19,
"KOR","AIREMISSION","CO2","TONNE_CAP","A","2001",9.41,
"KOR","AIREMISSION","CO2","TONNE_CAP","A","2002",9.15,
"KOR","AIREMISSION","CO2","TONNE_CAP","A","2003",9.14,
"KOR","AIREMISSION","CO2","TONNE_CAP","A","2004",9.56,
"KOR","AIREMISSION","CO2","TONNE_CAP","A","2005",9.5,
"KOR","AIREMISSION","CO2","TONNE_CAP","A","2006",9.59,
"KOR","AIREMISSION","CO2","TONNE_CAP","A","2007",9.81,
"KOR","AIREMISSION","CO2","TONNE_CAP","A","2008",9.97,
"KOR","AIREMISSION","CO2","TONNE_CAP","A","2009",10.18,
"KOR","AIREMISSION","CO2","TONNE_CAP","A","2010",11.12,
"KOR","AIREMISSION","CO2","TONNE_CAP","A","2011",11.49,
"KOR","AIREMISSION","CO2","TONNE_CAP","A","2012",11.46,
"KOR","AIREMISSION","CO2","TONNE_CAP","A","2013",11.39,
"KOR","AIREMISSION","CO2","TONNE_CAP","A","2014",11.09,
"KOR","AIREMISSION","CO2","TONNE_CAP","A","2015",11.41,
"KOR","AIREMISSION","CO2","TONNE_CAP","A","2016",11.5,
"KOR","AIREMISSION","CO2","TONNE_CAP","A","2017",11.69,
"KOR","AIREMISSION","CO2","TONNE_CAP","A","2018",11.74,
"KOR","AIREMISSION","CO2","TONNE_CAP","A","2019",11.33,
"KOR","AIREMISSION","CO2","TONNE_CAP","A","2020",11.01,
"LUX","AIREMISSION","CO2","TONNE_CAP","A","2000",18.46,
"LUX","AIREMISSION","CO2","TONNE_CAP","A","2001",19.66,
"LUX","AIREMISSION","CO2","TONNE_CAP","A","2002",20.97,
"LUX","AIREMISSION","CO2","TONNE_CAP","A","2003",21.8,
"LUX","AIREMISSION","CO2","TONNE_CAP","A","2004",24.47,
"LUX","AIREMISSION","CO2","TONNE_CAP","A","2005",24.66,
"LUX","AIREMISSION","CO2","TONNE_CAP","A","2006",23.89,
"LUX","AIREMISSION","CO2","TONNE_CAP","A","2007",22.25,
"LUX","AIREMISSION","CO2","TONNE_CAP","A","2008",21.76,
"LUX","AIREMISSION","CO2","TONNE_CAP","A","2009",20.25,
"LUX","AIREMISSION","CO2","TONNE_CAP","A","2010",20.99,
"LUX","AIREMISSION","CO2","TONNE_CAP","A","2011",20.26,
"LUX","AIREMISSION","CO2","TONNE_CAP","A","2012",19.38,
"LUX","AIREMISSION","CO2","TONNE_CAP","A","2013",17.95,
"LUX","AIREMISSION","CO2","TONNE_CAP","A","2014",16.65,
"LUX","AIREMISSION","CO2","TONNE_CAP","A","2015",15.47,
"LUX","AIREMISSION","CO2","TONNE_CAP","A","2016",14.56,
"LUX","AIREMISSION","CO2","TONNE_CAP","A","2017",14.45,
"LUX","AIREMISSION","CO2","TONNE_CAP","A","2018",14.69,
"LUX","AIREMISSION","CO2","TONNE_CAP","A","2019",14.62,
"LUX","AIREMISSION","CO2","TONNE_CAP","A","2020",11.86,
"MEX","AIREMISSION","CO2","TONNE_CAP","A","2000",3.57,
"MEX","AIREMISSION","CO2","TONNE_CAP","A","2001",3.53,
"MEX","AIREMISSION","CO2","TONNE_CAP","A","2002",3.56,
"MEX","AIREMISSION","CO2","TONNE_CAP","A","2003",3.69,
"MEX","AIREMISSION","CO2","TONNE_CAP","A","2004",3.74,
"MEX","AIREMISSION","CO2","TONNE_CAP","A","2005",3.85,
"MEX","AIREMISSION","CO2","TONNE_CAP","A","2006",3.94,
"MEX","AIREMISSION","CO2","TONNE_CAP","A","2007",3.95,
"MEX","AIREMISSION","CO2","TONNE_CAP","A","2008",3.91,
"MEX","AIREMISSION","CO2","TONNE_CAP","A","2009",3.77,
"MEX","AIREMISSION","CO2","TONNE_CAP","A","2010",3.86,
"MEX","AIREMISSION","CO2","TONNE_CAP","A","2011",3.95,
"MEX","AIREMISSION","CO2","TONNE_CAP","A","2012",3.93,
"MEX","AIREMISSION","CO2","TONNE_CAP","A","2013",3.8,
"MEX","AIREMISSION","CO2","TONNE_CAP","A","2014",3.63,
"MEX","AIREMISSION","CO2","TONNE_CAP","A","2015",3.66,
"MEX","AIREMISSION","CO2","TONNE_CAP","A","2016",3.65,
"MEX","AIREMISSION","CO2","TONNE_CAP","A","2017",3.62,
"MEX","AIREMISSION","CO2","TONNE_CAP","A","2018",3.4,
"MEX","AIREMISSION","CO2","TONNE_CAP","A","2019",3.33,
"MEX","AIREMISSION","CO2","TONNE_CAP","A","2020",3,
"NLD","AIREMISSION","CO2","TONNE_CAP","A","2000",10.15,
"NLD","AIREMISSION","CO2","TONNE_CAP","A","2001",10.38,
"NLD","AIREMISSION","CO2","TONNE_CAP","A","2002",10.34,
"NLD","AIREMISSION","CO2","TONNE_CAP","A","2003",10.47,
"NLD","AIREMISSION","CO2","TONNE_CAP","A","2004",10.54,
"NLD","AIREMISSION","CO2","TONNE_CAP","A","2005",10.26,
"NLD","AIREMISSION","CO2","TONNE_CAP","A","2006",9.99,
"NLD","AIREMISSION","CO2","TONNE_CAP","A","2007",10.02,
